ID,Video Duration,Video Publish Time,Days Since Publish,Day,Month,Year,Day of Week,Revenue per 1000 Views (USD),Monetized Playbacks (Estimate),Playback-Based CPM (USD),CPM (USD),Ad Impressions,Estimated AdSense Revenue (USD),DoubleClick Revenue (USD),YouTube Ads Revenue (USD),Watch Page Ads Revenue (USD),YouTube Premium (USD),Transaction Revenue (USD),Transactions,Revenue from Transactions (USD),Reactions,Chat Messages Count,Reminders Set,Stream Hours,Remix Views,Remix Count,Subscribers from Posts,New Comments,Shares,Like Rate (%),Dislikes,Likes,Unsubscribes,New Subscribers,Returned Items (USD),Unconfirmed Commissions (USD),Approved Commissions (USD),Orders,Total Sales Volume (USD),End Screen Click-Through Rate (%),End Screen Impressions,End Screen Clicks,Teaser Click-Through Rate (%),Teaser Impressions,Teaser Clicks,Card Click-Through Rate (%),Card Impressions,Card Clicks,Views per Playlist Start,Playlist Views,Playlist Watch Time (hours),Clip Watch Time (hours),Clip Views,YouTube Premium Watch Time (hours),YouTube Premium Views,Returning Viewers,New Viewers,Average Views per User,Unique Viewers,Watched (Not Skipped) (%),Feed Impressions,Average View Percentage (%),Average View Duration,Views,Watch Time (hours),Subscribers,Estimated Revenue (USD),Impressions,Video Thumbnail CTR (%)
44,1475.0,2017-01-24 00:00:00,9,24,1,2017,Tuesday,0.3,3461.0,3.487,0.888,13595.0,5.448,1.191,12.07,6.639,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,24.0,97.39,24.0,897.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.5992,0.0,0.0,33.2289,132.0,0.0,0.0,0.0,0.0,0.0,0.0,38.58,569.0,22678.0,3584.7615,14.0,6.795,73326.0,4.42
45,335.0,2017-01-28 00:00:00,4,28,1,2017,Saturday,0.021,1065.0,0.192,0.136,1500.0,0.069,0.043,0.204,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,14.0,94.07,22.0,349.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1028,0.0,0.0,0.0885,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62,136.0,5380.0,204.5537,29.0,0.113,33993.0,0.79
46,495.0,2017-01-29 00:00:00,1,29,1,2017,Sunday,0.03,890.0,0.289,0.193,1331.0,0.11,0.032,0.257,0.141,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,14.0,96.48,10.0,274.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2603,0.0,0.0,0.1811,5.0,0.0,0.0,0.0,0.0,0.0,0.0,39.36,195.0,4712.0,255.5001,11.0,0.142,35885.0,0.93
47,626.0,2017-01-31 00:00:00,2,31,1,2017,Tuesday,0.036,608.0,1.117,0.836,812.0,0.309,0.065,0.679,0.374,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,16.0,95.5,22.0,467.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.4927,0.0,0.0,0.4444,11.0,0.0,0.0,0.0,0.0,0.0,0.0,36.08,226.0,10498.0,659.6616,12.0,0.374,38477.0,2.08
48,1215.0,2017-02-04 00:00:00,4,4,2,2017,Saturday,0.157,1906.0,1.654,0.424,7430.0,1.462,0.273,3.153,1.734,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,8.0,94.81,29.0,530.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1414,0.0,0.0,1.6097,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.96,364.0,11075.0,1120.7678,23.0,1.743,42239.0,1.89
49,204.0,2017-02-07 00:00:00,3,7,2,2017,Tuesday,0.039,1680.0,0.644,0.495,2184.0,0.372,0.223,1.082,0.595,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,11.0,98.79,8.0,654.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7.0,0.16,0.0,0.0,0.3446,28.0,0.0,0.0,0.0,0.0,0.0,0.0,42.07,86.0,15322.0,367.1023,15.0,0.596,39901.0,5.03
50,915.0,2017-02-10 00:00:00,3,10,2,2017,Friday,0.064,1980.0,1.117,0.855,2587.0,1.093,0.124,2.211,1.216,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,36.0,96.44,32.0,867.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.2685,0.0,0.0,1.3087,18.0,0.0,0.0,0.0,0.0,0.0,0.0,41.52,380.0,19195.0,2027.9542,28.0,1.223,58160.0,3.33
51,568.0,2017-02-18 00:00:00,8,18,2,2017,Saturday,0.045,7766.0,0.699,0.498,10903.0,2.307,0.679,5.429,2.986,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,145.0,95.03,139.0,2660.0,5.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4286,10.0,0.387,0.0,0.0,5.658,101.0,0.0,0.0,0.0,0.0,0.0,0.0,36.09,205.0,66920.0,3816.9283,82.0,2.988,215213.0,9.39
52,1009.0,2017-02-22 00:00:00,4,22,2,2017,Wednesday,0.018,2012.0,0.579,0.409,2847.0,0.561,0.079,1.164,0.64,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,10.0,93.7,74.0,1100.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.4425,0.0,0.0,1.3621,13.0,0.0,0.0,0.0,0.0,0.0,0.0,28.45,287.0,35393.0,2830.2121,30.0,0.644,72122.0,6.2
53,1037.0,2017-02-23 00:00:00,1,23,2,2017,Thursday,0.043,463.0,0.417,0.278,694.0,0.078,0.028,0.193,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,8.0,98.65,3.0,219.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0173,0.0,0.0,0.031,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.87,289.0,2461.0,197.96,2.0,0.106,35832.0,0.7
54,1216.0,2017-02-23 00:00:00,0,23,2,2017,Thursday,0.059,1523.0,0.754,0.512,2244.0,0.517,0.114,1.148,0.631,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,7.0,92.09,39.0,454.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0068,0.0,0.0,0.6814,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48,322.0,10773.0,965.0393,13.0,0.634,47813.0,2.39
55,1566.0,2017-02-25 00:00:00,2,25,2,2017,Saturday,0.094,2070.0,2.243,0.651,7135.0,2.083,0.472,4.644,2.555,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,15.0,86.59,98.0,633.0,7.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1192,0.0,0.0,2.4567,51.0,0.0,0.0,0.0,0.0,0.0,0.0,22.42,351.0,27170.0,2652.7795,68.0,2.56,126519.0,7.01
56,528.0,2017-02-27 00:00:00,2,27,2,2017,Monday,0.056,760.0,0.817,0.601,1034.0,0.306,0.036,0.621,0.342,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,94.98,15.0,284.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2133,0.0,0.0,0.4525,8.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,240.0,6179.0,412.698,7.0,0.343,41510.0,1.43
57,334.0,2017-03-03 00:00:00,4,3,3,2017,Friday,0.039,9691.0,0.668,0.499,12975.0,2.958,0.603,6.473,3.561,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,209.0,96.79,96.0,2894.0,359.0,1399.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,730.0,16.4471,0.0,0.0,5.1302,171.0,0.0,0.0,0.0,0.0,0.0,0.0,32.38,108.0,92290.0,2781.2152,1040.0,3.567,298369.0,11.61
58,946.0,2017-03-04 00:00:00,1,4,3,2017,Saturday,0.152,1541.0,1.868,0.615,4681.0,1.452,0.131,2.878,1.583,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,94.18,23.0,372.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.9429,0.0,0.0,0.5114,7.0,0.0,0.0,0.0,0.0,0.0,0.0,30.77,291.0,10424.0,843.8727,9.0,1.585,45421.0,1.68
59,746.0,2017-03-04 00:00:00,0,4,3,2017,Saturday,0.174,2125.0,2.226,0.516,9175.0,2.294,0.307,4.73,2.602,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,9.0,96.43,23.0,621.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.3513,0.0,0.0,1.0364,14.0,0.0,0.0,0.0,0.0,0.0,0.0,43.03,321.0,14948.0,1332.9441,23.0,2.606,54068.0,2.91
60,294.0,2017-03-06 00:00:00,2,6,3,2017,Monday,0.042,5493.0,0.514,0.385,7334.0,1.304,0.248,2.822,1.553,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,33.0,92.52,61.0,754.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8065,1520.0,8.9532,0.0,0.0,0.6075,80.0,0.0,0.0,0.0,0.0,0.0,0.0,19.42,57.0,36845.0,592.1745,90.0,1.554,112169.0,7.07
61,536.0,2017-03-11 00:00:00,5,11,3,2017,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,786.0,93.31,508.0,7082.0,54.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8486,1057.0,45.8345,0.0,0.0,27.6085,621.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,180.0,260474.0,13046.1893,1015.0,0.0,1243443.0,7.22
62,1413.0,2017-03-18 00:00:00,7,18,3,2017,Saturday,0.052,2416.0,0.902,0.702,3103.0,0.977,0.222,2.179,1.198,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,28.0,97.02,29.0,943.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.25,0.0,0.0,17.0494,76.0,0.0,0.0,0.0,0.0,0.0,0.0,37.59,531.0,24526.0,3618.3752,24.0,1.283,87108.0,4.15
63,88.0,2017-03-22 00:00:00,4,22,3,2017,Wednesday,0.05,995.0,0.565,0.392,1435.0,0.265,0.045,0.562,0.309,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,4.0,94.14,17.0,273.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0491,0.0,0.0,0.2681,17.0,0.0,0.0,0.0,0.0,0.0,0.0,65.99,58.0,6146.0,99.1345,11.0,0.31,44493.0,1.98
64,645.0,2017-03-23 00:00:00,1,23,3,2017,Thursday,0.023,1777.0,0.959,0.722,2363.0,0.729,0.209,1.705,0.938,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,18.0,94.91,49.0,913.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2996,0.0,0.0,0.6173,13.0,0.0,0.0,0.0,0.0,0.0,0.0,38.92,251.0,40188.0,2802.58,23.0,0.94,70722.0,4.84
65,810.0,2017-03-24 00:00:00,1,24,3,2017,Friday,0.198,1914.0,2.832,0.663,8177.0,2.556,0.426,5.421,2.982,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,12.0,96.9,21.0,656.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.6266,0.0,0.0,2.1916,17.0,0.0,0.0,0.0,0.0,0.0,0.0,47.53,385.0,15086.0,1617.4015,19.0,2.991,52391.0,2.49
66,79.0,2017-03-24 00:00:00,0,24,3,2017,Friday,0.029,693.0,0.345,0.226,1056.0,0.115,0.016,0.239,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,25.0,87.63,60.0,425.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068,10.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,62.0,4512.0,78.7054,3.0,0.131,42724.0,0.96
67,1228.0,2017-03-26 00:00:00,2,26,3,2017,Sunday,0.044,754.0,2.33,2.077,846.0,0.801,0.166,1.757,0.966,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,47.0,96.64,31.0,891.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3427,0.0,0.0,9.0974,55.0,0.0,0.0,0.0,0.0,0.0,0.0,38.67,475.0,22738.0,3003.8513,40.0,1.004,66929.0,3.21
68,871.0,2017-03-28 00:00:00,2,28,3,2017,Tuesday,0.07,758.0,2.736,2.652,782.0,0.968,0.173,2.074,1.141,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,4.0,98.76,7.0,558.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2439,0.0,0.0,0.8337,15.0,0.0,0.0,0.0,0.0,0.0,0.0,37.08,323.0,16417.0,1476.3409,8.0,1.144,51206.0,2.12
69,634.0,2017-03-30 00:00:00,2,30,3,2017,Thursday,0.04,403.0,3.223,1.95,666.0,0.641,0.074,1.299,0.714,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,13.0,97.21,18.0,628.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1674,0.0,0.0,0.1591,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.83,278.0,17837.0,1379.0649,5.0,0.715,43662.0,0.62
70,759.0,2017-04-05 00:00:00,6,5,4,2017,Wednesday,0.001,1.0,5.0,2.5,2.0,0.003,0.0,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,96.28,7.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,14.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0207,0.0,0.0,0.298,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.36,185.0,4446.0,229.244,0.0,0.003,44811.0,0.85
71,526.0,2017-04-08 00:00:00,3,8,4,2017,Saturday,0.069,417.0,2.182,1.827,498.0,0.392,0.108,0.91,0.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,96.28,10.0,259.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1657,0.0,0.0,0.2326,5.0,0.0,0.0,0.0,0.0,0.0,0.0,46.19,243.0,7296.0,493.2947,2.0,0.501,54180.0,1.64
72,372.0,2017-04-10 00:00:00,2,10,4,2017,Monday,0.044,21303.0,0.601,0.42,30461.0,5.817,1.22,12.794,7.038,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,376.0,96.77,100.0,2996.0,5.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8571,2160.0,20.4517,0.0,0.0,3.8227,387.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,68.0,158987.0,3031.1993,226.0,7.047,351858.0,13.22
73,996.0,2017-04-12 00:00:00,2,12,4,2017,Wednesday,0.266,1980.0,3.956,1.358,5768.0,3.65,0.659,7.833,4.309,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,11.0,97.23,17.0,597.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5432,0.0,0.0,1.2992,20.0,0.0,0.0,0.0,0.0,0.0,0.0,41.78,416.0,16205.0,1873.1421,3.0,4.313,85135.0,2.86
74,1345.0,2017-04-16 00:00:00,4,16,4,2017,Sunday,0.223,2748.0,4.785,2.584,5088.0,6.376,0.856,13.148,7.232,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,29.0,96.81,30.0,910.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.3763,0.0,0.0,7.6903,51.0,0.0,0.0,0.0,0.0,0.0,0.0,32.27,434.0,32667.0,3941.6238,5.0,7.27,80586.0,4.05
75,271.0,2017-04-20 00:00:00,4,20,4,2017,Thursday,0.074,1288.0,1.822,1.44,1630.0,1.193,0.098,2.347,1.291,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,29.0,89.84,72.0,637.0,3.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.1312,0.0,0.0,2.119,72.0,0.0,0.0,0.0,0.0,0.0,0.0,39.88,108.0,17524.0,530.0187,65.0,1.298,99038.0,8.42
76,425.0,2017-04-22 00:00:00,2,22,4,2017,Saturday,0.043,397.0,1.746,1.733,400.0,0.379,0.002,0.693,0.381,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,95.25,16.0,321.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.2865,0.0,0.0,0.1916,10.0,0.0,0.0,0.0,0.0,0.0,0.0,46.83,199.0,8977.0,496.3277,3.0,0.382,50869.0,1.45
77,12.0,2017-04-30 00:00:00,8,30,4,2017,Sunday,0.008,68.0,2.515,1.629,105.0,0.094,0.0,0.171,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,96.62,14.0,400.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0183,0.0,0.0,0.1001,32.0,0.0,0.0,0.0,0.0,0.0,0.0,97.92,12.0,11195.0,39.5855,1.0,0.094,55003.0,4.4
78,636.0,2017-04-30 00:00:00,0,30,4,2017,Sunday,0.029,676.0,2.075,2.085,673.0,0.764,0.008,1.403,0.772,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,12.0,96.61,27.0,769.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1769,0.0,0.0,2.4478,49.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28,250.0,27076.0,1881.7506,5.0,0.779,109540.0,4.99
79,128.0,2017-05-01 00:00:00,1,1,5,2017,Monday,0.05,52.0,7.385,6.295,61.0,0.189,0.023,0.384,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,9.0,99.1,4.0,440.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0043,0.0,0.0,0.0326,8.0,0.0,0.0,0.0,0.0,0.0,0.0,48.47,62.0,4254.0,73.3199,2.0,0.212,51568.0,1.43
80,605.0,2017-05-03 00:00:00,2,3,5,2017,Wednesday,0.153,918.0,2.767,0.99,2566.0,1.05,0.347,2.54,1.397,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,8.0,96.03,14.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0422,0.0,0.0,0.7282,13.0,0.0,0.0,0.0,0.0,0.0,0.0,46.76,283.0,9123.0,718.0657,0.0,1.399,60145.0,2.32
81,559.0,2017-05-09 00:00:00,6,9,5,2017,Tuesday,0.028,248.0,1.556,1.249,309.0,0.168,0.044,0.386,0.212,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,5.0,93.12,24.0,325.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2414,0.0,0.0,0.3923,14.0,0.0,0.0,0.0,0.0,0.0,0.0,32.56,182.0,7758.0,392.9852,2.0,0.214,55827.0,1.84
82,561.0,2017-05-11 00:00:00,2,11,5,2017,Thursday,0.072,9197.0,1.287,1.016,11652.0,5.336,1.177,11.841,6.514,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,66.0,96.33,106.0,2782.0,2.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4444,22.0,1.4112,0.0,0.0,8.3343,176.0,0.0,0.0,0.0,0.0,0.0,0.0,38.31,215.0,90871.0,5435.3414,86.0,6.537,259965.0,8.21
83,423.0,2017-05-13 00:00:00,2,13,5,2017,Saturday,0.041,1769.0,0.952,0.724,2325.0,0.643,0.283,1.684,0.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,9.0,95.77,32.0,725.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.1523,0.0,0.0,0.9404,19.0,0.0,0.0,0.0,0.0,0.0,0.0,50.64,214.0,22556.0,1345.1846,7.0,0.926,70445.0,3.56
84,606.0,2017-05-17 00:00:00,4,17,5,2017,Wednesday,0.17,2929.0,3.239,1.531,6197.0,4.128,1.091,9.488,5.219,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,23.0,95.89,37.0,863.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.2094,0.0,0.0,2.0512,33.0,0.0,0.0,0.0,0.0,0.0,0.0,41.12,249.0,30682.0,2130.6833,2.0,5.227,83469.0,4.25
85,97.0,2017-05-18 00:00:00,1,18,5,2017,Thursday,0.055,678.0,1.658,1.238,908.0,0.472,0.146,1.124,0.618,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,7.0,90.7,41.0,400.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0623,0.0,0.0,0.2442,27.0,0.0,0.0,0.0,0.0,0.0,0.0,55.86,54.0,11181.0,168.2778,8.0,0.619,59079.0,2.46
86,847.0,2017-05-23 00:00:00,5,23,5,2017,Tuesday,0.232,8522.0,2.536,0.783,27615.0,10.301,1.589,21.614,11.89,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,25.0,97.39,39.0,1453.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.322,0.0,0.0,15.1384,154.0,0.0,0.0,0.0,0.0,0.0,0.0,41.08,348.0,51597.0,4993.2269,10.0,11.951,157451.0,8.11
87,436.0,2017-05-25 00:00:00,2,25,5,2017,Thursday,0.041,2825.0,1.503,1.327,3199.0,1.712,0.623,4.245,2.335,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,32.0,96.46,57.0,1551.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333,17.0,0.7624,0.0,0.0,4.3288,105.0,0.0,0.0,0.0,0.0,0.0,0.0,43.08,188.0,56603.0,2966.704,15.0,2.349,105357.0,10.33
88,353.0,2017-05-27 00:00:00,2,27,5,2017,Saturday,0.044,1458.0,1.062,0.798,1942.0,0.547,0.305,1.549,0.852,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,27.0,97.35,22.0,809.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.006,0.0,0.0,0.8706,24.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,149.0,19347.0,802.8253,21.0,0.855,77066.0,4.98
89,696.0,2017-05-30 00:00:00,3,30,5,2017,Tuesday,0.17,6433.0,3.026,1.586,12277.0,8.211,2.498,19.468,10.709,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,29.0,97.37,47.0,1741.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.2897,0.0,0.0,11.9432,158.0,0.0,0.0,0.0,0.0,0.0,0.0,42.39,295.0,63118.0,5172.8462,17.0,10.76,176520.0,8.29
